"brand_name","provider_id","cnt_services"
"Superior Telephone Cooperative","131276 ","185"
"Leonore Mutual Telephone Company, Inc.","130735 ","185"
"Center Junction Telephone Company","130223 ","185"
"Southern FiberWorx, LLC","390164 ","185"
"HINTON","130614 ","184"
"Bergen Telephone Company","130119 ","183"
"LHTC Broadband`","130721 ","183"
"gcibroadband","250045 ","180"
"Trans-Cascades Telep","130206 ","179"
"AirFi, Inc.","410002 ","178"
"Summit Telephone and Telegraph Company","150307 ","178"
"killduffbdc6302023892023","130695 ","176"
"Cowboy Internet Servies","470023 ","175"
"CenCom, Inc.","130941 ","175"
"Mount Horeb Telephone Copmany dba MHTC","130862 ","173"
"Agate Mutual Telephone Cooperative Association, Inc","130017 ","173"
"Verso Networks","310079 ","173"
"Allband Communications Cooperative","160103 ","172"
"STS Broadband, LLC","430078 ","172"
"Xtel Communications","300097 ","170"
"Optivon","190280 ","169"
"Alamo Broadband","290007 ","168"
"Hyperflex Broadband","460042 ","168"
"Midwest Telecom of America, Inc.","130834 ","163"
"Terabit Networks","450047 ","159"
"Tritech Wireless LLC","430219 ","159"
"DCN LLC","460024 ","158"
"PDTFast.NET","450099 ","157"
"ONE Burbank","260007 ","156"
"SBT Internet","320080 ","154"
"TCT Internet (Up to 10/1) Ten Sleep","131366 ","150"
"Foster Communications LLC","430035 ","148"
"Holland Board of Public Works","370050 ","146"
"RJM Networks","460662 ","146"
"Atlantech Online, Inc.","190508 ","146"
"Havilland Telephone","160127 ","145"
"HotSpot iT Services, LLC","430197 ","144"
"Megabea","460569 ","143"
"Aan Chuuphan","340042 ","143"
"CCT Telecomm","310018 ","142"
"Andrena","380012 ","142"
"OREGON_IDAHO UTILITIES","131123 ","142"
"TCT Internet (Up to 50/20)","131366 ","142"
"Nevada County Fiber Inc.","450158 ","138"
"Grandview Mutual Telephone","130563 ","138"
"netBlazr Inc.","240066 ","136"
"RR Cable Company","130651 ","135"
"BendTel","200008 ","132"
"MVWIFI,LLC","460663 ","132"
"CLEMENTS TELEPHONE COMPANY","130074 ","130"
"Clara City Telephone Comapny","150266 ","130"
"Pacific PUD","290075 ","128"
"City of Cartersville","180011 ","127"
"THE STONEHAM COOPERATIVE TELEPHONE CORPORATION","131265 ","127"
"MountainLink","460052 ","127"
"Consolidated Smart Broadband Systems, LLC","370028 ","124"
"ResTech Services","460593 ","122"
"fixedbroadbandavailabiity6.30.2023","130956 ","121"
"Simple Fiber","440197 ","120"
"Comporium Springboard","131125 ","117"
"Panora Cooperative Cablevision Association, Inc","131008 ","116"
"Smart City Solutions II LLC","130795 ","115"
"Cape Ann Communications","310016 ","114"
"NuVisions","370079 ","114"
"WIN, LLC","300034 ","112"
"PHOENIX LONG DISTANCE","190233 ","110"
"TCT Internet (Up to 50/20) Ten Sleep","131366 ","110"
"Home Telenetworks","131074 ","110"
"J & R Electronics","470109 ","108"
"NetCarrier Telecom, Inc.","130892 ","107"
"GhostFiber","470095 ","105"
"TCT Internet (Up to 75/50- Frannie)","131366 ","104"
"Wilderness Valley Telephone Company","130944 ","102"
"InfoBunker","370155 ","102"
"LeapStream","220036 ","100"
"City of Griffin","470015 ","99"
"AP&T Wireless, Inc.","130029 ","99"
"cntpnt63020238102023","131613 ","97"
"TCT Internet (Up to 30/10)","131366 ","97"
"Le-Ru Telephone Company","130736 ","96"
"Willard Telephone CO","131487 ","95"
"Info-Ed, Inc.","130647 ","95"
"Celito Communications","260005 ","95"
"TCT Internet (Up to 5/1) Greybull Shell","131366 ","93"
"Fuse Telecom LLC","470112 ","92"
"TCT Internet (Up to 30/10) Lovell","131366 ","92"
"Voyant Communications","310026 ","92"
"Traer Municipal Utilities","210080 ","90"
"Madrone Broadband","470049 ","89"
"Eagle Internet LLC","190341 ","88"
"TCT Internet (Up to 5/1) Lovell","131366 ","86"
"USECnet","430090 ","86"
"TCT Internet (Up to 5/1)","131366 ","84"
"TCT Internet (Up to 75/50) Ten Sleep","131366 ","83"
"WIFICOW","290121 ","82"
"Sandwich Isles Broadband Services","131161 ","80"
"webhiway.com","270115 ","79"
"Bruce_Telecommunications_LLC","130170 ","78"
"Impulse Internet Services","270051 ","77"
"TCT Internet (up to 50/20)","131366 ","76"
"Poka Lambro Telecommunications, Ltd.","131055 ","76"
"TCT Internet (Up to 50/20) Frannie Deaver","131366 ","76"
"Netrix","430059 ","76"
"WIFIRUS","370161 ","76"
"Networx Technologies, LLC","380087 ","76"
"CEO TechnologiesCEO Technologies","300036 ","73"
"Central Connect","420175 ","72"
"Smart Networks","460504 ","72"
"TCT Internet (Up to 10/1) Frannie/Deaver","131366 ","72"
"King Street Wireless, L.P.","300079 ","70"
"Kinsman Mutual Telephone Co.","130699 ","70"
"TCT Internet (up to 75/50)","131366 ","67"
"Contact Network","330025 ","67"
"Alabama Lightwave","440115 ","66"
"Adirondack Internet","480039 ","65"
"Bluegrass Broadband","410183 ","65"
"Sandersville Fiberlink","310022 ","65"
"Northern Telephone Company","130944 ","63"
"TCT Fiber- Greybull","131366 ","62"
"BroadAspect","130915 ","62"
"PBN LLC","131037 ","62"
"TCT Fiber- Burlington","131366 ","60"
"HGE.NET","190086 ","59"
"TCT Internet (Up to 10/1) Hamilton Dome","131366 ","59"
"Cherokee Cablevision","450153 ","59"
"TCT Internet (Up to 5/1) Frannie Deaver","131366 ","59"
"Hardy Communications Inc.","130588 ","58"
"Hoyos Consulting, LLC","440039 ","58"
"Manti Telephone Company, Inc.","130778 ","57"
"Hawaii Dialogix Telecom, LLC","320116 ","57"
"Single Digits, Inc.","350090 ","57"
"Hargray Telephone Co, Inc.","130183 ","56"
"TCT Internet (Up to 10/1) Hyattville","131366 ","55"
"Office of the Chief Technology Officer","260017 ","55"
"SCRNCOM, LLC","460605 ","53"
"O.P.E.N.x","130745 ","53"
"DandBBroadband","430193 ","53"
"TCT Internet (Up to 5/1) Ten Sleep","131366 ","52"
"Stelle Telephone Company","131261 ","52"
"Westgate Communications","190406 ","52"
"1 Point Communications","270002 ","52"
"OLHCommunityFiber","460581 ","52"
"Peerless Network","190290 ","51"
"GTC Broadband Inc","130558 ","50"
"Segra","470053 ","50"
"Dryden Fiber","480093 ","49"
"TCT Internet (Up to 5/1) Burlington","131366 ","48"
"Newark Fiber","460679 ","47"
"Blue Fiber","3189172","46"
"Elevations Ethernet LLC","410034 ","44"
"TCT Fiber- Cody","131366 ","43"
"Xclutel Communications, LLC","230056 ","43"
"4 SIWI LLc","190501 ","42"
"Transtelco","240119 ","42"
"Network Tool and Die Company Inc.","380086 ","41"
"PHOENIX COMMUNICATIONS SYSTEMS","190233 ","41"
"Engineer Austin LLC","370035 ","40"
"Egyptian Internet Services, Inc","130444 ","40"
"Cosner-Neipp Corporation","410025 ","39"
"NexGen Connected Communities","440062 ","39"
"Mid MO Micro Computers","350064 ","39"
"ITS FIBER_CLEC","131060 ","37"
"TCT Internet (Up to 50/20) Hyattville","131366 ","37"
"Day Wireless","130206 ","37"
"Ruhl Moore Technologies","300205 ","37"
"TCT Internet (Up to 5/1) Hamilton Dome","131366 ","35"
"Full Service Network LP","220028 ","35"
"TCT Fiber- Hamilton Dome","131366 ","35"
"Hamilton Long Distance Fiber - Business only","130887 ","35"
"IPtelX","370061 ","34"
"TCT Internet (up to 5/1)","131366 ","34"
"Rainbow Broadband Inc","390093 ","34"
"AlasConnect LLC","130791 ","33"
"WiValley, Inc.","310083 ","33"
"QCSTelecom Inc","340060 ","32"
"Alpha Technologies Inc.","410133 ","32"
"Dry Creek Internet","350037 ","31"
"Cascade Access","130206 ","31"
"xBar7 Communications inc","380159 ","31"
"Helio Broadband","430042 ","31"
"QX.Net","190307 ","30"
"TCT Internet (Up to 30/10) Greybull Shell","131366 ","29"
"Carolina Community Broadband Alliance","190139 ","29"
"TCT Internet (Up to 30/10) Ten Sleep","131366 ","28"
"Independents Fiber Network","180058 ","27"
"TX ISPEED LLC","430088 ","27"
"Real Internet","430068 ","27"
"OHSBroadband","410165 ","27"
"Information Transport Solutions, Inc.","330025 ","25"
"Smartcom Telephone","131206 ","25"
"iWi Communications","440193 ","24"
"GrimesCountyNET","400019 ","24"
"Pueblo of Nambe","440194 ","24"
"Fort Dodge Fiber","480019 ","23"
"ClearNet","480023 ","23"
"Whitestone Power & Communications","330083 ","23"
"Advanced Technology Group","450155 ","22"
"TCT Fiber- Lovell","131366 ","22"
"Hinson Communications Inc.","250046 ","22"
"Velocity Fiber","140097 ","22"
"Backcountry Broadband","460007 ","21"
"DSL","130453 ","21"
"Navasota WiFi","450082 ","21"
"Interglobe","130658 ","21"
"Manti Telephone Comany, Inc","130778 ","20"
"Iris Networks","390120 ","20"
"echoitconsultingllc","330023 ","18"
"TCT Fiber- Powellink","131366 ","17"
"Benchmark Communications","470091 ","17"
"McNabb Internet Connections, Inc.","130802 ","16"
"FDF Communications","130492 ","16"
"BDA Wireless LLC","440119 ","16"
"Inter-County Cable Company","130169 ","16"
"Riverwave Broadband","440030 ","15"
"Digital_Communications","130331 ","15"
"Go Bee Wireless LLC","330035 ","15"
"Fixed Broadband","190118 ","15"
"Dynamite WISP","410080 ","14"
"Workable Programs & Systems, Inc.","350118 ","14"
"OGC Fiber Network Lago Mar","470107 ","14"
"Orange Business Services U.S., Inc.","300113 ","13"
"TCT Internet (Up to 5/1) Hyattville","131366 ","12"
"Roller Network","260042 ","12"
"Accelecom GA LLC","470092 ","11"
"OpenFiber Kentucky","450175 ","11"
"fixedbroadbandavailability6.30.2023","130956 ","11"
"TCT Fiber- Deaver","131366 ","10"
"Sprinfport Telephone Company","131242 ","10"
"Copper Valley Tel","130349 ","9"
"MTAC","130791 ","9"
"Ambient","450111 ","8"
"Bullseye","130177 ","8"
"Grafton Technologies, Inc","130557 ","8"
"Foremost  Telecommunications","190256 ","8"
"Wichita Online Inc.","190233 ","8"
"Texhoma Fiber, LLC","190233 ","7"
"TSCI","430216 ","7"
"Blue Earth Valley Telephone Company","130142 ","7"
"Jefferson County PUD","470061 ","7"
"Speedcast Connect","480110 ","7"
"TCT Fiber- Basin","131366 ","7"
"TCT Internet (Up to 50/20) Hamilton Dome","131366 ","7"
"Quintillion","460069 ","7"
"TCT Internet (Up to 30/10) Hyattville","131366 ","6"
"Manti Telephone Company","130778 ","6"
"SI Wireless","370101 ","6"
"Taluslink, LLC","420125 ","6"
"WifiCow Wyoming","460094 ","5"
"DVFiber","470119 ","4"
"FiberLight","320039 ","4"
"TCT Internet (Up to 30/10 Frannie-Deaver)","131366 ","4"
"TCT Fiber- Hyattville","131366 ","4"
"NORTH WIFI PR","460105 ","4"
"TEO Communications Inc.","430174 ","3"
"Usfon, Inc.","230050 ","3"
"A","131167 ","3"
"Conduct Connect","480027 ","3"
"Mount Horeb Telepone Company dba MHTC","130862 ","3"
"Mountain iNet","370157 ","3"
"TCT Internet (Up to 30/10) Hamilton Dome","131366 ","3"
"Evolve Cellular, Inc","290122 ","3"
"Lightpath","130370 ","3"
"Choctaw Telephone Company","131362 ","2"
"Heritage Networks, LLC","460039 ","2"
"Velocity VO","140097 ","2"
"Hayneville TelCo/Fiber","130597 ","2"
"ENA Healthcare Services, LLC","190133 ","2"
"TCT Internet (Up to 75/50) Hamilton Dome","131366 ","2"
"ANPI Business LLC","310026 ","2"
"South Bay Internet","470117 ","2"
"CNSNext","430160 ","2"
"Mount Horeb Telephone Company dbc MHTC","130862 ","2"
"1136785814","130008 ","1"
"1136785846","130008 ","1"
"1136785878","130008 ","1"
"1136787577","130008 ","1"
"1136785808","130008 ","1"
"1136787578","130008 ","1"
"1136785673","130008 ","1"
"Mount Horeb Telephone Co dba MHTC","130862 ","1"
"1136787579","130008 ","1"
"North Central Communications","130929 ","1"
"Wellcom Technologies Highlands, LP","470108 ","1"
"1136787580","130008 ","1"
"1136787585","130008 ","1"
"1136787591","130008 ","1"
"1136787594","130008 ","1"
"1136787599","130008 ","1"
"1136787600","130008 ","1"
"TCT Fiber- Billings","131366 ","1"
"1136787610","130008 ","1"
"1136785669","130008 ","1"
"IBT Connect","480048 ","1"
"Juvilex Communications","440146 ","1"
"Camellia Fiber LLC","450023 ","1"
"1136785665","130008 ","1"
"1136785664","130008 ","1"
"1136785663","130008 ","1"
"1136785662","130008 ","1"
"Centric FIber","430109 ","1"
"1136785660","130008 ","1"
"TCT Internet (Frannie-Warren)","131366 ","1"
"1136785658","130008 ","1"
"1136785653","130008 ","1"
"HLD Polk","130887 ","1"
"ResiBridge LLC","470101 ","1"
"Comptinet","420178 ","1"
"Big River Communications","130124 ","1"
"Applied_Technology_Group_IncApplied_Technology_Group_Inc","390008 ","1"
