Provider Name,Affiliation,Operation Type,FRN,Provider ID
Bascom Mutual Telephone Company,Bascom Mutual Telephone Company,ILEC,0004319737,130098
Baseline Internet LLC,Baseline Internet LLC,Non-ILEC,0032638256,460008
"Basin 2 Way Radio, Inc.","Basin 2 Way Radio, Inc.",Non-ILEC,0005806872,300016
"Bay Business Edge, LLC","Bay Business Edge, LLC",Non-ILEC,0028307619,450017
Bay Country Communications,Bay Country Communications,Non-ILEC,0020136552,370015
"Bay Springs Telephone Co., Inc.",Telephone Electronics Corporation,ILEC,0003723640,131311
Bayfield Wireless,Bayfield Wireless,Non-ILEC,0028173862,430010
Bayou Cable Inc,Bayou Cable Inc.,Non-ILEC,0018575217,220008
"BB IT, LLC","BBIT, LLC",Non-ILEC,0031938301,460513
"BCI Mississippi Broadband, LLC","Block Communications, Inc.",Non-ILEC,0024109449,130137
"BCM One, Inc.",BCM One Holding,Non-ILEC,0003761467,190408
BCN Telecom Inc,"BCN Telecom, Inc.",Non-ILEC,0019066281,190044
"BCT Consulting, Inc.","BCT Consulting, Inc.",Non-ILEC,0018565283,210012
BDA Wireless LLC,BDA Wireless LLC,Non-ILEC,0031047772,440119
"Beacon Broadband, Inc.","Beacon Broadband, Inc.",Non-ILEC,0029683711,430011
BeaDun Communications,BeaDun Communications,Non-ILEC,0017149147,190045
"Beamspeed, L.L.C.","Beamspeed, LLC",Non-ILEC,0008701773,130103
"Bear River Communications, LLC","Bear River Communications, LLC",Non-ILEC,0023253941,290015
Beaver Creek Cooperative Telephone Company,Beaver Creek Cooperative Telephone Company,ILEC,0001565829,130104
Beaver Valley Cable Co,Beaver Valley Cable Company,Non-ILEC,0005007992,190046
"BEC Communications, LLC","Bartlett Electric Cooperative, Inc.",Non-ILEC,0030140917,440117
"Bee Creek Communications, Inc.","Bee Creek Communications, Inc.",Non-ILEC,0018226548,130105
"Bee Line, Inc.","Bee Line, Inc.",Non-ILEC,0004056602,190047
BEEHIVE TELEPHONE CO. INC - NV ILEC,Beehive Telephone Companies,ILEC,0004339800,130106
Beggs Telephone Co Inc,"Beggs Telephone Company, Inc.",ILEC,0001700947,130107
"BEH Communications, LLC","BEH Communications, LLC",Non-ILEC,0018795013,300181
BEK Communications Cooperative,BEK Communications Cooperative,ILEC,0002477636,130108
Belhaven Cable TV,Belhaven Cable TV Inc.,Non-ILEC,0003759040,410120
Believe Wireless LLC,"Believe Wireless, LLC",Non-ILEC,0016095432,290016
"BellSouth Telecommunications, LLC",AT&T Inc.,ILEC,0001857952,130077
Belmont Telephone Company,LICT Corporation,ILEC,0004380986,160127
"BelWave Communications, Inc.",BelWave Communications,Non-ILEC,0010910446,300017
"Belzoni Cable, LLC","Belzoni Cable, LLC",Non-ILEC,0024770679,350015
"Ben Lomand Communications, LLC","Ben Lomand Rural Telephone Coop., Inc.",Non-ILEC,0003729142,130112
"Ben Lomand Rural Telephone Coop., Inc.","Ben Lomand Rural Telephone Coop., Inc.",ILEC,0001773464,130112
"Benchmark Communications, LLC d/b/a Com One","Benchmark Communications, LLC",Non-ILEC,0011618238,470091
BendTel,"BendTel, Inc.",Non-ILEC,0010522530,200008
Benkelman Telephone Company Inc,BW Telcom,ILEC,0002387264,130114
Bennett Computers LLC,Bennett Computers LLC,Non-ILEC,0027950096,390012
"BENTON CABLEVISION, INC.",Benton Cooperative Telephone Company,Non-ILEC,0003757366,130115
Benton Cooperative Telephone Company,Benton Cooperative Telephone Company,ILEC,0002645497,130115
Benton Ridge Telephone Co,Benton Ridge Telephone Company,ILEC,0005053251,130116
Benton Rural Electric Association,Benton Rural Electric Association,Non-ILEC,0004122651,190419
Benton Technology Solutions,Benton Technology Solutions,Non-ILEC,0024602591,420008
"Beowulf Technologies, LLC","Beowulf Technologies, LLC",Non-ILEC,0030482947,440012
Beresford  Municipal Telephone Co.,Beresford Municipal Telephone Company,ILEC,0004935730,130118
Berkshire Telephone Corp.,"Consolidated Communications, Inc.",ILEC,0004491544,130335
"Bernard Telephone Company, Inc.","Bernard Telephone Company, Inc.",ILEC,0003773504,130120
BerryComm LLC,BerryComm LLC,Non-ILEC,0026169045,410134
Bertram Communications LLC,Bertram Communications LLC,Non-ILEC,0015573256,260003
Bespoke Communications LLC,Bespoke Communications LLC,Non-ILEC,0024189334,350016
Bethesda Wireless LLC,Bethesda Wireless LLC,Non-ILEC,0022475552,270016
"Bettles Telephone, Inc.","Alaska Power & Telephone, Inc.",ILEC,0004980843,130029
"BEVCOMM, Inc",Rural Communications Holding Corporation,Non-ILEC,0004334975,130142
Biddeford Internet Corporation,Biddeford Internet Corporation,Non-ILEC,0011119633,130122
BIF IV Intrepid OpCo LLC,"BIF IV Intrepid HoldCo, LLC",Non-ILEC,0032869554,480010
"Big Bend Telecom, LTD","Nevill Holdings, Inc.",Non-ILEC,0015024946,130123
"Big Bend Telephone Company, Inc.","Nevill Holdings, Inc.",ILEC,0001684166,130123
Big Inc. dba Phonz+,Big Inc.,Non-ILEC,0019587757,250000
Big Red Communications,Big Red Communications,Non-ILEC,0024493728,400002
Big River Broadband,"Big River Telephone, LLC",Non-ILEC,0020338323,130124
"Big River Telephone Company, LLC","Big River Telephone, LLC",Non-ILEC,0018520320,130124
Big Water Technologies Corporation,Big Water Technologies Corporation,Non-ILEC,0022448120,470010
Bijou Telephone Cooperative Association Inc.,Bijou Telephone Cooperative Association Inc.,ILEC,0003754652,130126
Bitboyz llc,"Bitboyz, LLC",Non-ILEC,0024077885,380018
"BitCom, LLC","Bitcom, LLC",Non-ILEC,0017612078,290017
"Bits of Technology Wireless Internet, LLC","Bits of Technology Wireless Internet, LLC",Non-ILEC,0021444328,370019
"Bitwise, Inc.",Bitwise Inc.,Non-ILEC,0019402494,460515
BIXBY TELEPHONE CO.,Bixby Telephone Company,ILEC,0001700855,130130
"BizFlex IT, LLC","BizFlex IT, LLC",Non-ILEC,0025124603,440013
Biz-Net Services Inc,"Biz-Net Services, Inc.",Non-ILEC,0019640044,380165
BizRTC LLC,bizRTC LLC,Non-ILEC,0024402323,380019
BIZTECHPRO INC.,"BizTechPro, Inc.",Non-ILEC,0022883292,400064
"Blackdragon Networks, LLC","Black Dragon Networks, LLC",Non-ILEC,0030272496,460009
"Blackfoot Communications, Inc.","Blackfoot Telephone Cooperative, Inc.",Non-ILEC,0003732773,130132
"Blackfoot Telephone Cooperative, Inc.","Blackfoot Telephone Cooperative, Inc.",ILEC,0001646165,130132
BlackPoint IT Services,"BlackPoint IT Services, Inc.",Non-ILEC,0028736767,480011
Blanca Telephone Company,Blanca Telephone Company/Jade Communications LLC,ILEC,0003766201,130133
Blanchard Telephone Co.,"Blanchard Telephone Association, Inc.",ILEC,0017082157,130134
"Blast Communications, Inc.","Blast Communications, Inc.",Non-ILEC,0016083180,460010
BLB Communications,BLB Communications,Non-ILEC,0032807497,460011
Bledsoe Telephone Cooperative,Bledsoe Telephone Cooperative Inc.,ILEC,0004560645,130136
Blended Technology Solutions,"Blended Technology Solutions, LLC",Non-ILEC,0025337817,460516
BLIP Networks LLC,"Blip Networks, LLC",Non-ILEC,0019060706,200006
"Block Line Systems, LLC","Block Line Systems, LLC",Non-ILEC,0023769516,310090
Bloomer Telephone Co,Bloomer Telephone Company,ILEC,0002723336,130138
"Bloomingdale Communications, Inc.","Bloomingdale Telephone Company, Inc.",Non-ILEC,0007458805,130140
"BLOOMINGDALE HOME TELEPHONE COMPANY,INC.",Bloomingdale Home Telephone Company,ILEC,0004330205,130139
"Bloomingdale Telephone Company, Inc.","Bloomingdale Telephone Company, Inc.",ILEC,0004342895,130140
bloosurf,Pocomoke Holdings,Non-ILEC,0019496462,290018
Blossom Telephone Company Inc.,"Blossom Telephone Co., Inc.",ILEC,0004381323,130141
Blountsville Telephone LLC,"Future Fiber FinCo, LLC",ILEC,0006925440,131378
BLS Broadband LLC,BLS Broadband LLC,Non-ILEC,0032433054,460012
Blu Space Inc,"Blu Space, Inc.",Non-ILEC,0028441038,400065
Bludog Telecom Inc.,Bludog Telecom Inc.,Non-ILEC,0025330275,340092
"Blue Casa Telephone, LLC","Blue Casa Telephone, LLC",Non-ILEC,0020552303,320123
Blue Communications,"Blue Communications, LLC",Non-ILEC,0028915064,420011
blue devil cable television inc,Jefferson County Cable,Non-ILEC,0003749116,240102
Blue Earth Valley Telephone Company,Rural Communications Holding Corporation,ILEC,0004326815,130142
Blue Mountain Networks LLC,Blue Mountain Networks LLC,Non-ILEC,0028886216,220079
Blue Pulse Networks LLC,Blue Pulse Networks LLC,Non-ILEC,0026757542,360010
"Blue Ridge Cable Technologies, Inc.","Pencor Services, Inc.",Non-ILEC,0003219227,131026
"Blue Ridge Cloud, LLC","Blue Ridge Cloud, LLC",Non-ILEC,0028223717,400066
Blue Ridge Digital Telephone Company,"Pencor Services, Inc.",Non-ILEC,0015387913,131026
"Blue Ridge Internet, L.L.C.","Blue Ridge Internet, LLC",Non-ILEC,0028523280,480012
Blue Ridge Mountain Electric Membership Corporation,Blue Ridge Mountain Electric Membership Corporation,Non-ILEC,0005450507,310013
"Blue Sky Phone Solutions, LLC","Blue Sky Phone Solutions, LLC",Non-ILEC,0031829948,460517
Blue Sky Satellite,Blue Sky Satellite & Theater Services LLC,Non-ILEC,0023379696,470095
"Blue Sky Wireless, LLC","Blue Sky Wireless, LLC",Non-ILEC,0029818481,420012
"Blue Stream Communications, LLC","TPC ACC Acquisition, LLC",Non-ILEC,0000017640,131060
"Blue Valley Technologies, Inc.","Blue Valley Tele-Communications, Inc.",Non-ILEC,0017851569,130144
"Blue Valley Tele-Communications, Inc.","Blue Valley Tele-Communications, Inc.",ILEC,0002331262,130144
Blue Wireless Corp,Blue Wireless Corp.,Non-ILEC,0030923940,460013
"Bluebird Wireless Broadband Services, LLC","Bluebird Wireless Broadband Services, LLC",Non-ILEC,0016977381,190053
BLUEBIT NETWORKS LLC,BlueBit Networks LLC,Non-ILEC,0024463663,350017
BlueCloud Communications LLC,BlueCloud Communications LLC,Non-ILEC,0027696541,390014
BlueEdge Technologies LLC,BlueEdge Technologies LLC,Non-ILEC,0032856486,470011
"Bluegrass Broadband, LLC","Bluegrass Broadband, LLC",Non-ILEC,0029103363,410183
"Bluegrass Fiber, LLC","Bluegrass Fiber, LLC",Non-ILEC,0028131696,390015
BluegrassNet,Intermart Inc.,Non-ILEC,0015805351,230022
"Blueline Telecom Group, LLC","Blueline Telecom Group, LLC",Non-ILEC,0021669452,450019
"BLUENET COMMUNICATIONS, LLC","BlueNet Communications, LLC",Non-ILEC,0030694046,430014
"Blueriver Communications, Inc.","Blueriver Communications, Inc.",Non-ILEC,0007913569,190056
"Blueriver Networking Services, Inc.","Blue River Networks, Inc.",Non-ILEC,0018079764,310014
Bluespan Wireless,"Bluespan Wireless, LLC",Non-ILEC,0023030265,300019
"BluIP, Inc.","BluIP, Inc.",Non-ILEC,0020834776,270107
"Board of Trustees, Northern Michigan University","Board of Trustees, Northern Michigan University",Non-ILEC,0002735751,440121
Board of Water Electric & Communication,"City of Muscatine, Iowa",Non-ILEC,0004279154,131379
"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, Georgia d/b/a Dalton Utilities","Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",Non-ILEC,0006993901,190058
Bohannan Huston Inc,"Bohannan Huston, Inc.",Non-ILEC,0031307788,450160
Bolt Internet,Bolt Internet Inc.,Non-ILEC,0020831053,240009
Boot State Technologies,Boot State Technologies,Non-ILEC,0026140111,440187
"Border to Border Communications, Inc.","Hilliary Communications, LLC",ILEC,0001677335,190233
Borealis Broadband Inc,Borealis Broadband Inc.,Non-ILEC,0024354540,300020
Boston Ohama,Boston Ohama,Non-ILEC,0033307901,470030
"Bowling Green Municipal Utilities, General Services Division",Bowling Green Municipal Utilities,Non-ILEC,0020910857,270014
"Boycom Cablevision, Inc.","Boycom Cablevision, Inc.",Non-ILEC,0007630791,190059
"BPM, INC.",Colonial Telephone Company,ILEC,0004929717,130148
BPS Telephone Company,FDF Communications Co.,ILEC,0003730835,130492
Brandenburg Telecom LLC,Brandenburg Communications Corp.,Non-ILEC,0007556152,130150
Brandenburg Telephone Company,Brandenburg Communications Corp.,ILEC,0004995429,130150
Brantley Telephone Company Inc,"Strickland Communications, Inc.",ILEC,0001856426,130151
Braver Technology Solutions LLC,Braver Technology Solutions LLC,Non-ILEC,0024779068,430188
Brazoria Telephone Company,Brazoria Telephone Company,ILEC,0004333407,130152
"Brazos Telephone Cooperative, Inc.","Brazos Telephone Cooperative, Inc.",ILEC,0004285623,130153
BreezeAir Networks LLC,BreezeAir Networks LLC,Non-ILEC,0018184804,220007
"Bretton Woods Tel.Co., Inc.","CIBL, Inc.",ILEC,0004963419,430181
"Brick Technology Group, LLC","Brick Technology Group, LLC",Non-ILEC,0028093110,430106
Bridge Communications LLC,"Bridge Communications, LLC",Non-ILEC,0031303795,480013
"BridgeConnex, LLC.","BridgeConnex, LLC",Non-ILEC,0018590885,210084
Bridger Cable TV,Bridger Cable TV,Non-ILEC,0021082359,240011
Bridger Valley Electric Association Inc,Bridger Valley Electric Association Inc.,Non-ILEC,0001631134,300182
Bridgewired LLC,Bridgewired LLC,Non-ILEC,0029783206,420013
bright.net north Inc,Farmers Mutual Telephone Company (OH),Non-ILEC,0014935183,130481
Brindlee Mountain Telephone LLC,"Future Fiber FinCo, LLC",ILEC,0001775295,131378
Bristol Bay Cellular Partnership,Bristol Bay Cellular Partnership,Non-ILEC,0001568898,170002
Bristol Bay Cellular Partnership,Bristol Bay Cellular Partnership,Non-ILEC,0003737699,170002
Bristol Bay Telephone Cooperative Inc.,Bristol Bay Telephone Cooperative,ILEC,0004519732,130160
BRISTOL TENNESSEE ESSENTIAL SERVICES,Bristol Tennessee Essential Services,Non-ILEC,0001762939,160108
Broad Sky Networks LLC,Broad Sky Networks LLC,Non-ILEC,0020670584,410015
Broadband Corp.,Broadband Corp.,Non-ILEC,0016419392,130161
"Broadband Dynamics, L.L.C.","Broadband Dynamics, LLC",Non-ILEC,0006833412,210091
"Broadband on Demand, LLC",Broadband on Demand LLC,Non-ILEC,0018591420,260025
"Broadband Telecom Services, LLC","Broadband Telecom Services, LLC",Non-ILEC,0032835076,460518
"Broadband VI, LLC",Liberty Latin America Ltd.,Non-ILEC,0016966806,130741
"Broadband Voice, LLC","Broadband Voice, LLC",Non-ILEC,0024066813,380021
BroadRiver Communication Corporation,BroadRiver Communications Corporation,Non-ILEC,0008233041,270106
"Broadsmart Global, Inc.","Ooma, Inc.",Non-ILEC,0025715012,280040
Broadsoft Adaption LLC,Cisco,Non-ILEC,0021946124,270017
"Broadview Networks Holdings, Inc.","Windstream Holdings, Inc.",Non-ILEC,0010296853,131413
BROKEN BOW CABLE,Pine Telephone Company,Non-ILEC,0003723152,131039
Brolly Communications lnc,"Brolly Communications, Inc.",Non-ILEC,0023185093,300024
Brooklyn Mutual Telecommunications Cooperative,Brooklyn Mutual Telecommunications Cooperative,ILEC,0002598464,130169
"Bros Broadband, LLC","Bros Broadband, LLC",Non-ILEC,0031622731,460015
"Brown County CLEC, LLC","Northeast Communications of Wisconsin, Inc.",Non-ILEC,0004320545,130937
Brown Dog Networks,Brown Dog Networks LLC,Non-ILEC,0009254095,320018
Bruce Telephone Company,"Bruce Telephone Company, Inc.",ILEC,0003773520,130170
"Bruce Telephone Company,Inc.",Fail Telecommunication Corporation,ILEC,0001742501,140030
BRYAN MUNICIPAL UTILITIES,Bryan Municipal Utilties,Non-ILEC,0005016779,240012
BryteCall LLC,BryteCall LLC,Non-ILEC,0027017797,430108
"BSI, The Answer Group Inc.","BSI, The Answer Group Inc.",Non-ILEC,0022561427,280012
BT Americas Inc.,BT Americas Holdings Inc.,Non-ILEC,0003708906,350124
BT VOICE LLC,"BT Voice, LLC",Non-ILEC,0024610750,400067
BTC Broadband,Bixby Telephone Company,Non-ILEC,0008669897,130130
"BTC Communications, LLC",Tennessee Telecommunications Company,Non-ILEC,0027930288,410100
"BTC, Inc.",Breda Telephone Corp.,Non-ILEC,0003768025,130154
BTS Technologies,BTS Technologies,Non-ILEC,0024212995,380022
"Buckeye Cablevision, Inc.","Block Communications, Inc.",Non-ILEC,0003757341,130137
"Buckeye TeleSystem, Inc.","Block Communications, Inc.",Non-ILEC,0004319406,130137
Buckland Telephone Co.,Buckland Telephone Co.,ILEC,0004338851,150225
Buffalo Fiber,"City of Buffalo, Minnesota",Non-ILEC,0031761679,450027
"Bug Tussel Wireless, LLC",Hilbert Communications LLC,Non-ILEC,0015017189,300025
"Bulloch Cellular, Inc.","Bulloch County Rural Telephone Cooperative, Inc.",Non-ILEC,0019834688,130176
"Bulloch County Rural Telephone Cooperative, Inc.","Bulloch County Rural Telephone Cooperative, Inc.",ILEC,0004950937,130176
"BullsEye Telecom, Inc.","BullsEye Telecom, Inc.",Non-ILEC,0004350930,130177
"Burke's Garden Telephone Co., Inc.","Burke's Garden Telephone Co., Inc.",ILEC,0004942819,130178
"BUSH-TELL, INC.",BHT Investment Holdings LLC,ILEC,0005079314,340029
"Business Growth Elite, Inc","Business Growth Elite, Inc.",Non-ILEC,0028766574,420014
Butler-Bremer Mutual Telephone Company,Butler-Bremer Mutual Telephone Company,ILEC,0002598407,130179
"Button 108, LLC","Button 108, LLC",Non-ILEC,0026985556,480014
B-Y Internet,"B-Y Internet, LLC",Non-ILEC,0027115989,480015
"Byhalia.net, LLC","Byhalia.net, LLC",Non-ILEC,0018384420,350018
BySky Inc.,BySky Inc.,Non-ILEC,0014778781,220012
Byte Networking LLC,Byte Networking LLC,Non-ILEC,0022601603,330010
"C & T Technologies, LLC","C & T Technologies, LLC",Non-ILEC,0030231872,430016
"C Squared Networks, LLC","C Squared Networks, LLC",Non-ILEC,0026971309,470012
C&C WIRELESS PUERTO RICO INC,"C&C Wireless Puerto Rico, Inc.",Non-ILEC,0028482511,430017
"C&S Communications, LLC","C&S Communications, LLC",Non-ILEC,0028093219,440015
"C3 Teknologies, LLC","C3 Teknologies, LLC",Non-ILEC,0022748644,450021
C5G LLC,C5G LLC,Non-ILEC,0030753883,480016
CaberLink Technologies LLC,CaberLink Technologies LLC,Non-ILEC,0031322720,450142
"Cable America Missouri, LLC",Cable America Missouri LLC,Non-ILEC,0015466766,140018
Cable Co-op,Cable Co-Op,Non-ILEC,0002934974,190071
Cable Co-op,Cable Co-Op,Non-ILEC,0003787991,190071
"Cable One, Inc.","Cable One, Inc.",Non-ILEC,0003474327,130183
"Cable Services, inc.","Cable Services, Inc.",Non-ILEC,0002475168,130184
"Cable T.V. of Stanton, Inc.","Stanton Telecom, Inc.",Non-ILEC,0006723936,131250
"CableSouth Media III, LLC","CableSouth Media III, LLC",Non-ILEC,0018269993,370020
Cablevision Lightpath CT LLC,Altice USA,Non-ILEC,0022322481,130370
Cablevision Lightpath NJ LLC,Altice USA,Non-ILEC,0022322465,130370
"Cablevision Lightpath-NY, Inc.",Altice USA,Non-ILEC,0003746104,130370
"Cady Business Technologies, Inc","Cady Business Technologies, Inc.",Non-ILEC,0023961279,330011
"Cairo, City of",City of Cairo,Non-ILEC,0001825124,130272
Cajun Broadband Inc,"Cajun Broadband, Inc.",Non-ILEC,0026932426,360013
"Cal.net, Inc.","Cal.net, Inc.",Non-ILEC,0020855656,270020
Calaveras Telephone Company,Calaveras Communications Company,ILEC,0001543347,130189
"Caleidoscope Virtual Services, LLC","Caleidoscope Virtual Services, LLC",Non-ILEC,0027336536,390016
Caliber Network Solutions LLC,Caliber Network Solutions LLC,Non-ILEC,0025541582,370021
"California Internet LP, DBA Geolinks",California Internet,Non-ILEC,0023707953,310015
"California Telecom, Inc.","California Telecom, Inc.",Non-ILEC,0021753777,340011
